EDAD,UBIGEO,BIBLIOTECA,PRACTICA_LECTURA,IDIOMA,PERS_NRO,ESTRATOSOCIO,MATRICULADO
13,140203,Sí,2,1,3,6,Sí
11,140203,Sí,2,1,4,6,Sí
10,140203,Sí,2,1,5,6,Sí
10,140203,Sí,2,1,3,6,Sí
6,140203,Sí,2,1,4,6,Sí
15,140203,Sí,2,1,3,6,Sí
13,140203,Sí,2,1,4,6,Sí
11,140203,Sí,2,1,5,6,Sí
9,140203,Sí,2,1,6,6,Sí
7,140203,Sí,2,1,7,6,Sí
17,140203,Sí,2,1,3,6,Sí
15,140203,Sí,2,1,3,6,Sí
13,140203,Sí,2,1,4,6,Sí
12,140203,Sí,2,1,5,6,Sí
10,140203,No,2,1,6,6,Sí
9,140203,Sí,2,1,6,6,Sí
12,140201,No,2,10,3,2,Sí
7,140201,No,2,15,6,3,Sí
14,140201,No,1,10,9,3,Sí
7,140201,No,1,10,10,3,Sí
12,140201,No,1,10,12,3,Sí
8,140201,No,3,10,3,3,Sí
8,140201,No,2,10,3,3,Sí
17,140201,Sí,1,10,3,3,Sí
13,140201,No,1,10,3,3,Sí
10,140201,No,1,10,4,3,Sí
6,140206,No,2,10,6,4,Sí
10,140206,No,2,10,6,4,Sí
15,140204,No,2,10,4,6,Sí
8,140204,No,1,10,3,6,Sí
7,140204,No,1,10,5,6,Sí
7,140204,No,2,10,3,6,Sí
16,140204,No,2,10,2,6,Sí
14,140204,No,2,10,3,6,Sí
12,140204,No,2,10,3,6,Sí
13,140101,Sí,2,10,2,3,Sí
9,140101,No,1,10,2,3,Sí
17,140101,Sí,2,10,3,4,Sí
15,140101,No,2,10,4,4,Sí
11,140101,No,2,10,5,4,Sí
9,140101,No,2,10,6,4,Sí
14,140101,Sí,2,10,3,4,Sí
15,140101,Sí,2,10,3,4,Sí
13,140101,Sí,2,10,3,4,Sí
7,140101,No,3,10,4,4,Sí
13,140101,Sí,1,10,2,4,Sí
14,140101,Sí,1,10,3,2,Sí
7,140101,Sí,1,10,4,2,Sí
17,140101,Sí,2,10,3,2,Sí
6,140101,No,1,10,2,2,Sí
13,140101,No,1,10,3,2,Sí
15,140101,Sí,1,10,3,2,Sí
9,140101,Sí,2,10,5,3,Sí
6,140101,Sí,2,10,3,3,Sí
8,140101,Sí,1,10,4,3,Sí
8,140101,Sí,2,10,4,3,Sí
15,140101,No,2,10,2,3,Sí
13,140101,No,2,10,3,3,Sí
9,140101,Sí,2,10,3,3,Sí
7,140101,Sí,2,10,4,3,Sí
6,140101,Sí,2,10,3,3,Sí
14,140101,No,8,10,4,5,Sí
6,140101,No,8,10,3,5,Sí
14,140101,No,1,10,4,4,Sí
14,140101,No,8,10,3,4,Sí
15,140101,No,2,10,4,4,Sí
9,140101,No,2,10,5,4,Sí
12,140101,No,4,10,9,4,Sí
11,140101,No,2,10,10,4,Sí
17,140101,Sí,2,10,3,2,Sí
13,140101,Sí,2,10,4,2,Sí
13,140101,No,2,10,3,1,Sí
11,140101,No,2,10,4,1,Sí
13,140101,No,2,10,2,3,Sí
11,140101,No,2,10,3,3,Sí
11,140101,No,7,10,5,3,Sí
12,140101,No,8,10,2,2,Sí
9,140101,No,8,10,3,2,Sí
8,140101,No,8,10,4,2,Sí
7,140101,Sí,4,10,4,2,Sí
16,140101,Sí,2,10,4,1,Sí
9,140101,Sí,2,10,3,1,Sí
15,140101,Sí,2,10,3,1,Sí
7,140101,Sí,2,10,4,1,Sí
10,140101,Sí,2,10,3,2,Sí
7,140101,Sí,2,10,4,2,Sí
16,140101,No,2,10,5,2,Sí
15,140101,No,2,10,6,2,Sí
8,140101,No,2,10,7,2,Sí
16,140101,Sí,2,10,3,2,Sí
16,140101,No,1,10,3,2,Sí
10,140101,No,1,10,3,1,Sí
8,140101,No,4,10,4,1,Sí
7,140101,No,2,10,3,1,Sí
9,140101,No,2,10,6,1,Sí
6,140101,No,1,10,5,1,Sí
17,140101,No,4,10,4,3,Sí
16,140101,No,2,10,5,3,Sí
14,140101,No,5,10,6,3,Sí
13,140101,No,4,10,2,3,Sí
14,140101,No,2,10,3,4,Sí
9,140101,No,2,10,4,4,Sí
14,140101,No,4,10,2,4,Sí
10,140101,No,2,10,3,4,Sí
7,140101,No,2,10,4,4,Sí
11,140105,No,3,10,4,5,Sí
16,140105,No,2,10,3,5,Sí
11,140105,No,2,10,2,5,Sí
10,140105,No,2,10,3,4,Sí
7,140105,Sí,2,10,2,4,Sí
14,140105,Sí,2,10,3,4,Sí
12,140105,No,2,10,4,4,Sí
8,140105,Sí,2,10,5,4,Sí
11,140105,No,2,10,2,4,Sí
6,140105,No,2,10,3,4,Sí
10,140105,No,2,10,4,4,Sí
9,140105,Sí,2,10,3,4,Sí
13,140105,No,2,10,3,5,Sí
6,140105,No,3,10,4,5,Sí
8,140105,No,2,10,5,5,Sí
8,140105,No,2,10,3,5,Sí
6,140105,Sí,2,10,6,5,Sí
14,140105,Sí,2,10,3,5,Sí
10,140105,Sí,2,10,4,5,Sí
9,140105,Sí,2,10,6,5,Sí
15,140105,No,1,10,5,3,Sí
6,140105,No,2,10,3,3,Sí
6,140105,No,2,10,4,3,Sí
8,140105,No,2,10,3,3,Sí
14,140105,No,2,10,2,3,Sí
8,140105,No,2,10,3,3,Sí
12,140105,No,1,10,3,3,Sí
6,140105,No,1,10,4,3,Sí
10,140105,No,2,10,5,4,Sí
6,140105,No,1,10,6,4,Sí
17,140105,No,2,10,2,4,Sí
10,140105,No,8,10,3,4,Sí
7,140105,No,2,10,3,4,Sí
13,140105,No,2,10,2,4,Sí
17,140105,No,2,10,2,4,Sí
13,140105,No,3,10,3,4,Sí
17,140105,Sí,5,10,4,2,Sí
14,140105,Sí,2,10,3,3,Sí
12,140105,No,2,10,4,3,Sí
6,140105,Sí,2,10,5,4,Sí
9,140105,Sí,2,10,4,4,Sí
6,140105,Sí,2,10,7,4,Sí
15,140105,No,1,10,3,4,Sí
9,140105,No,2,10,4,4,Sí
17,140105,No,2,10,4,5,Sí
16,140105,No,2,10,3,5,Sí
13,140105,No,2,10,4,5,Sí
6,140105,No,3,10,3,5,Sí
11,140105,No,2,10,3,5,Sí
8,140105,No,1,10,4,5,Sí
11,140106,No,3,10,3,2,Sí
13,140106,Sí,2,10,3,2,Sí
10,140106,No,2,10,4,2,Sí
8,140106,No,2,10,5,2,Sí
8,140106,No,2,10,3,2,Sí
13,140106,No,2,10,2,3,Sí
8,140106,No,2,10,4,3,Sí
15,140106,Sí,1,10,4,3,Sí
9,140106,Sí,1,10,5,3,Sí
16,140106,Sí,2,10,4,3,Sí
10,140106,Sí,2,10,5,3,Sí
15,140106,Sí,2,10,2,3,Sí
6,140106,Sí,2,10,4,4,Sí
17,140106,Sí,2,10,3,4,Sí
13,140106,Sí,2,10,4,4,Sí
9,140106,Sí,2,10,5,4,Sí
13,140106,Sí,2,10,3,4,Sí
11,140106,Sí,2,10,4,4,Sí
8,140108,No,2,10,3,4,Sí
6,140108,No,2,10,4,4,Sí
10,140108,No,3,10,3,4,Sí
17,140108,Sí,2,10,2,4,Sí
6,140108,Sí,2,10,2,4,Sí
8,140108,Sí,2,10,3,4,Sí
16,140108,No,2,10,4,4,Sí
10,140108,No,2,10,5,4,Sí
9,140108,No,1,10,5,5,Sí
17,140112,No,2,10,2,3,Sí
12,140112,No,3,10,3,3,Sí
7,140112,No,2,10,3,3,Sí
10,140112,No,2,10,4,3,Sí
7,140112,No,2,10,5,3,Sí
9,140112,No,2,10,3,3,Sí
6,140112,No,3,10,4,3,Sí
6,140112,Sí,2,10,3,3,Sí
17,140112,No,2,10,3,3,Sí
9,140112,No,3,10,5,3,Sí
9,140112,No,4,10,3,4,Sí
10,140112,No,4,10,3,4,Sí
11,140112,Sí,6,10,3,4,Sí
9,140112,Sí,5,10,4,4,Sí
8,140112,No,1,10,5,4,Sí
9,140113,No,2,10,3,2,Sí
8,140113,Sí,2,10,3,2,Sí
11,140113,No,1,10,3,2,Sí
7,140113,No,2,10,4,2,Sí
17,140113,Sí,2,10,2,2,Sí
16,140113,Sí,2,10,3,2,Sí
15,140113,Sí,2,10,4,2,Sí
13,140113,No,2,10,3,3,Sí
10,140113,No,3,10,4,3,Sí
12,140113,Sí,2,10,5,3,Sí
16,140113,Sí,2,10,4,3,Sí
11,140113,Sí,2,10,5,3,Sí
15,140113,No,1,10,3,3,Sí
8,140113,Sí,2,10,4,3,Sí
6,140113,No,3,10,5,3,Sí
8,140113,No,1,10,2,3,Sí
10,140113,Sí,2,10,3,3,Sí
17,140115,Sí,2,10,4,4,Sí
8,140115,No,2,10,5,4,Sí
11,140115,No,2,10,3,4,Sí
6,140115,No,2,10,4,4,Sí
10,140115,No,1,10,3,4,Sí
12,140116,No,2,10,3,5,Sí
13,140116,No,2,10,5,5,Sí
7,140116,No,2,10,3,5,Sí
11,140116,No,2,10,5,5,Sí
16,140116,No,2,10,3,5,Sí
10,140116,No,2,10,4,5,Sí
16,140116,Sí,2,10,4,5,Sí
16,140116,No,2,10,3,4,Sí
14,140116,No,2,10,4,4,Sí
15,140116,No,2,10,6,4,Sí
10,140116,No,2,10,7,4,Sí
8,140116,No,2,10,4,4,Sí
10,140116,No,2,10,3,4,Sí
6,140116,No,2,10,4,4,Sí
14,140116,No,2,10,2,4,Sí
10,140116,No,2,10,3,4,Sí
14,140116,No,2,10,3,4,Sí
13,140116,No,2,10,3,4,Sí
14,140116,No,2,10,4,4,Sí
12,140102,No,2,10,3,5,Sí
6,140102,No,2,10,3,5,Sí
14,140119,No,4,10,3,4,Sí
16,140119,Sí,5,10,2,4,Sí
7,140119,No,2,10,2,4,Sí
7,140120,No,1,10,3,4,Sí
16,140120,No,2,10,2,4,Sí
8,140120,No,8,10,2,5,Sí
7,140120,No,8,10,3,5,Sí
14,140120,No,1,10,3,3,Sí
9,140120,No,2,10,4,3,Sí
7,140120,Sí,2,10,3,3,Sí
10,140120,Sí,2,10,5,3,Sí
15,140120,No,2,10,2,3,Sí
14,140120,No,2,10,4,6,Sí
9,140120,No,3,10,4,6,Sí
9,140120,No,3,10,5,6,Sí
12,140120,No,2,10,3,6,Sí
9,140120,No,2,10,4,6,Sí
15,140120,No,2,10,3,6,Sí
15,140120,No,3,10,2,6,Sí
6,140120,No,2,10,3,6,Sí
17,140120,No,2,10,3,6,Sí
13,140120,No,3,10,5,6,Sí
11,140120,No,2,10,3,6,Sí
11,140120,No,4,10,3,6,Sí
7,140120,No,2,10,2,6,Sí
9,140120,No,2,10,3,6,Sí
10,140118,Sí,2,10,5,4,Sí
10,140118,No,2,10,4,4,Sí
17,140118,Sí,2,10,3,4,Sí
16,140118,No,2,10,4,4,Sí
10,140118,No,2,10,5,4,Sí
16,140118,Sí,2,10,2,4,Sí
8,140118,Sí,2,10,3,4,Sí
7,140118,No,3,10,3,4,Sí
10,140118,No,2,10,4,4,Sí
7,140118,Sí,1,10,4,6,Sí
11,140118,No,1,10,2,6,Sí
17,140118,No,2,10,3,6,Sí
13,140118,No,2,10,4,6,Sí
15,140118,No,2,10,4,6,Sí
12,140118,No,2,10,3,6,Sí
10,140118,No,2,10,4,6,Sí
8,140118,No,2,10,5,6,Sí
9,140111,No,1,10,3,3,Sí
16,140111,No,1,10,3,3,Sí
9,140111,No,1,10,5,3,Sí
7,140111,No,1,10,3,3,Sí
17,140111,No,1,10,3,3,Sí
11,140111,No,1,10,4,3,Sí
8,140111,No,1,10,5,3,Sí
15,140111,No,2,10,4,3,Sí
9,60904,No,3,10,3,4,Sí
7,60904,No,3,10,4,4,Sí
13,60904,No,5,10,4,4,Sí
10,60904,No,5,10,5,4,Sí
8,60904,No,5,10,6,4,Sí
6,60904,No,2,10,3,4,Sí
8,60904,No,5,10,4,4,Sí
8,60906,No,5,10,5,5,Sí
17,60906,No,3,10,3,5,Sí
15,60906,No,3,10,4,5,Sí
7,60906,No,3,10,5,5,Sí
12,60906,No,3,10,3,5,Sí
6,60906,No,3,10,3,5,Sí
12,60901,No,3,10,2,3,Sí
8,60901,No,3,10,3,3,Sí
15,60901,No,1,10,2,4,Sí
13,60901,No,1,10,3,4,Sí
7,60901,No,2,10,3,4,Sí
8,60901,No,1,10,3,4,Sí
6,60901,Sí,2,10,4,4,Sí
7,60901,Sí,2,10,3,4,Sí
14,60901,Sí,2,10,5,4,Sí
9,60901,No,2,10,6,4,Sí
9,60905,No,2,10,3,6,Sí
12,60905,No,1,10,3,6,Sí
10,60905,No,1,10,4,6,Sí
7,60905,No,1,10,5,6,Sí
16,60905,Sí,2,10,3,6,Sí
13,60905,No,3,10,4,6,Sí
13,60905,No,2,10,5,6,Sí
7,60905,No,2,10,6,6,Sí
15,60905,No,2,10,4,6,Sí
8,60905,No,2,10,5,6,Sí
16,60905,No,4,10,3,6,Sí
10,60905,No,3,10,2,6,Sí
8,60905,No,3,10,3,6,Sí
16,60801,Sí,2,10,3,4,Sí
8,60801,Sí,3,10,4,4,Sí
7,60801,No,7,10,6,4,Sí
7,60801,No,2,10,4,3,Sí
10,60801,No,2,10,3,3,Sí
15,60801,Sí,1,10,3,5,Sí
11,60801,No,3,10,4,5,Sí
13,60801,Sí,4,10,5,5,Sí
10,60801,No,2,10,2,5,Sí
8,60801,No,2,10,3,5,Sí
14,60801,Sí,3,10,5,4,Sí
11,60801,No,4,10,4,4,Sí
16,60801,Sí,5,10,4,4,Sí
11,60801,No,2,10,3,3,Sí
13,60801,No,1,10,3,3,Sí
10,60801,No,1,10,3,3,Sí
8,60801,No,1,10,4,3,Sí
8,60801,Sí,1,10,3,2,Sí
12,60801,Sí,2,10,3,3,Sí
8,60801,No,2,10,4,3,Sí
11,60801,Sí,2,10,3,4,Sí
9,60801,No,1,10,4,4,Sí
7,60801,No,2,10,4,4,Sí
13,60801,No,2,10,2,4,Sí
11,60801,No,2,10,3,5,Sí
6,60801,No,4,10,5,5,Sí
12,60801,No,4,10,4,5,Sí
9,60801,No,5,10,5,5,Sí
9,60801,No,1,10,3,5,Sí
16,60801,Sí,2,10,6,5,Sí
12,60801,Sí,2,10,7,5,Sí
12,60802,No,2,10,3,5,Sí
13,60802,No,2,10,4,5,Sí
8,60802,No,4,10,3,5,Sí
9,60614,No,6,10,3,5,Sí
8,60614,No,4,10,4,5,Sí
13,60601,No,1,10,4,4,Sí
16,60601,No,2,10,4,4,Sí
7,60602,No,1,10,3,6,Sí
12,60602,No,2,10,4,6,Sí
10,60602,No,2,10,3,6,Sí
7,60602,No,2,10,4,6,Sí
12,60602,No,1,10,3,6,Sí
11,60602,No,2,10,3,6,Sí
15,60607,Sí,2,10,4,6,Sí
13,60607,Sí,2,10,5,6,Sí
16,60607,No,4,10,2,6,Sí
13,60607,No,2,10,3,6,Sí
10,60607,No,1,10,4,6,Sí
14,60607,No,2,10,3,6,Sí
16,60607,No,1,10,3,6,Sí
10,60607,No,3,10,4,6,Sí
7,60607,No,3,10,5,6,Sí
11,60607,Sí,3,10,4,6,Sí
8,60607,No,3,10,5,6,Sí
12,60607,No,2,10,3,6,Sí
9,60607,No,3,10,3,6,Sí
7,60607,No,4,10,4,6,Sí
13,60607,Sí,2,10,4,6,Sí
11,60607,No,2,10,4,6,Sí
6,60607,No,8,10,5,6,Sí
12,60607,No,3,10,4,6,Sí
7,61301,No,1,10,3,4,Sí
12,61301,No,3,10,2,4,Sí
16,61301,No,8,10,4,4,Sí
14,61301,No,2,10,3,4,Sí
6,61301,No,8,10,3,4,Sí
11,60411,No,1,10,4,5,Sí
9,60411,No,2,10,3,5,Sí
11,60411,No,1,10,3,5,Sí
8,60411,No,1,10,3,5,Sí
15,60411,No,1,10,2,5,Sí
9,60411,No,1,10,3,5,Sí
13,60410,Sí,2,10,2,5,Sí
15,60401,Sí,2,10,6,3,Sí
15,60401,Sí,3,10,3,3,Sí
8,60401,No,3,10,5,3,Sí
9,60401,Sí,2,10,3,3,Sí
9,60401,Sí,2,10,4,3,Sí
11,60401,No,3,10,3,3,Sí
6,60401,No,2,10,4,3,Sí
10,60401,No,2,10,3,3,Sí
13,60401,Sí,8,10,5,4,Sí
8,60401,Sí,2,10,6,4,Sí
15,60401,No,6,10,4,6,Sí
10,60401,No,7,10,3,6,Sí
8,60401,No,8,10,4,6,Sí
9,60401,No,8,10,3,6,Sí
12,60401,No,4,10,4,6,Sí
7,60301,Sí,1,10,4,5,Sí
11,60301,No,1,10,5,5,Sí
12,60301,No,3,10,3,5,Sí
11,60301,No,2,10,2,5,Sí
6,60301,No,2,10,6,5,Sí
6,60301,No,2,10,2,4,Sí
6,60301,No,5,10,3,4,Sí
17,60301,No,2,10,2,4,Sí
15,60301,No,1,10,3,4,Sí
17,60301,No,1,10,5,4,Sí
16,60301,No,3,10,5,4,Sí
17,60301,Sí,5,10,4,4,Sí
9,60301,No,2,10,3,4,Sí
12,60301,No,2,10,4,4,Sí
6,60301,No,1,10,5,4,Sí
6,60301,No,1,10,3,4,Sí
7,60301,Sí,8,10,5,5,Sí
10,60301,Sí,8,10,5,5,Sí
17,60301,Sí,2,10,2,5,Sí
12,60301,Sí,2,10,3,5,Sí
14,60301,No,2,10,4,3,Sí
9,60301,No,1,10,5,3,Sí
9,60301,No,3,10,3,3,Sí
17,60301,No,3,10,2,3,Sí
15,60301,No,2,10,5,3,Sí
10,60701,No,1,10,2,5,Sí
8,60701,No,1,10,3,5,Sí
9,60701,No,2,10,2,5,Sí
6,60701,No,1,10,3,5,Sí
16,60701,Sí,2,10,3,5,Sí
11,60701,No,3,10,3,5,Sí
10,60701,No,1,10,3,5,Sí
10,60701,No,3,10,3,4,Sí
12,60701,No,3,10,3,5,Sí
9,60701,Sí,2,10,3,5,Sí
16,60701,Sí,2,10,3,5,Sí
11,60701,No,8,10,4,5,Sí
9,60701,No,3,10,5,5,Sí
9,60701,No,3,10,3,5,Sí
6,60701,Sí,2,10,3,6,Sí
12,60701,Sí,2,10,3,6,Sí
10,60701,No,3,10,4,6,Sí
11,60701,No,2,10,3,6,Sí
7,60701,No,3,10,4,6,Sí
7,60701,No,8,10,5,6,Sí
14,61112,No,2,10,3,6,Sí
10,61112,No,2,10,4,6,Sí
6,61112,No,3,10,3,6,Sí
11,61112,No,2,10,4,6,Sí
7,61112,No,2,10,5,6,Sí
14,61112,No,1,10,3,6,Sí
16,61112,No,1,10,3,6,Sí
12,61112,No,1,10,4,6,Sí
6,61112,No,1,10,5,6,Sí
12,61112,No,2,10,3,6,Sí
15,61112,No,3,10,5,6,Sí
6,61112,No,8,10,5,6,Sí
9,61112,No,3,10,3,6,Sí
6,61112,No,3,10,3,6,Sí
14,61112,No,2,10,3,6,Sí
10,61112,No,2,10,4,6,Sí
12,61112,No,2,10,4,6,Sí
10,61112,No,2,10,4,6,Sí
14,61101,No,2,10,3,4,Sí
8,61101,No,3,10,3,4,Sí
6,61101,No,4,10,4,4,Sí
10,61106,No,2,10,3,6,Sí
11,61106,No,2,10,4,6,Sí
6,61106,No,2,10,5,6,Sí
12,60508,No,2,10,2,4,Sí
7,60508,No,3,10,3,4,Sí
6,60508,No,9,10,6,4,Sí
15,60508,No,3,10,5,4,Sí
10,60508,No,8,10,6,4,Sí
9,60508,No,1,10,2,4,Sí
11,60508,No,4,10,3,5,Sí
14,60508,Sí,2,10,3,5,Sí
11,60508,No,8,10,4,5,Sí
10,60508,No,4,10,4,5,Sí
12,60501,No,3,10,3,5,Sí
15,60501,Sí,9,10,3,5,Sí
9,61201,No,2,10,4,4,Sí
13,60108,Sí,2,10,3,2,Sí
9,60108,Sí,2,10,4,2,Sí
8,60108,No,4,10,5,5,Sí
11,60108,Sí,3,10,5,5,Sí
7,60108,Sí,4,10,3,5,Sí
7,60108,No,5,10,2,5,Sí
14,60101,No,4,10,3,4,Sí
9,60101,No,1,10,4,4,Sí
13,60101,No,2,10,3,4,Sí
10,60101,No,8,10,4,4,Sí
16,60101,No,3,10,5,4,Sí
12,60101,Sí,3,10,4,4,Sí
11,60101,Sí,3,10,5,4,Sí
11,60101,Sí,3,10,7,4,Sí
13,60101,No,2,10,4,4,Sí
11,60101,No,2,10,5,4,Sí
10,60101,No,2,10,6,4,Sí
7,60101,No,2,10,7,4,Sí
11,60101,Sí,2,10,5,4,Sí
14,60101,Sí,1,10,4,5,Sí
17,60101,No,1,10,3,5,Sí
8,60101,Sí,2,10,4,5,Sí
15,60101,No,4,10,3,5,Sí
13,60101,Sí,8,10,3,5,Sí
11,60101,Sí,8,10,4,5,Sí
7,60101,Sí,8,10,5,5,Sí
11,60101,No,3,10,4,3,Sí
9,60101,No,1,10,2,3,Sí
6,60101,No,2,10,3,3,Sí
13,60101,No,2,10,4,3,Sí
17,60101,Sí,2,10,4,3,Sí
7,60101,No,2,10,5,3,Sí
8,60101,No,1,10,4,3,Sí
15,60101,No,1,10,3,3,Sí
9,60101,Sí,4,10,5,2,Sí
17,60101,Sí,4,10,7,2,Sí
9,60101,No,2,10,3,2,Sí
6,60101,No,5,10,4,1,Sí
17,60101,Sí,2,10,3,4,Sí
14,60101,No,1,10,3,4,Sí
9,60101,No,1,10,4,4,Sí
10,60101,No,2,10,7,4,Sí
14,60101,Sí,2,10,3,2,Sí
11,60101,No,1,10,4,2,Sí
14,60101,No,2,10,2,2,Sí
14,60101,No,4,10,5,3,Sí
6,60101,Sí,2,10,3,3,Sí
14,60101,Sí,5,10,4,3,Sí
10,60101,No,2,10,4,3,Sí
7,60101,No,2,10,5,3,Sí
13,60101,Sí,1,10,8,3,Sí
7,60101,No,2,10,5,3,Sí
14,60101,Sí,1,10,3,3,Sí
7,60101,Sí,2,10,4,2,Sí
16,60101,Sí,2,10,3,2,Sí
8,60101,No,5,10,2,4,Sí
9,60101,No,2,10,5,4,Sí
13,60101,No,2,10,4,2,Sí
17,60101,Sí,2,10,3,2,Sí
15,60101,Sí,2,10,4,2,Sí
14,60101,No,5,10,2,1,Sí
16,60101,No,5,10,6,5,Sí
7,60101,No,2,10,7,5,Sí
15,60101,No,1,10,3,5,Sí
6,60101,No,4,10,4,3,Sí
17,60101,No,5,10,4,3,Sí
14,60101,Sí,3,10,5,3,Sí
13,60101,Sí,2,10,2,5,Sí
17,60101,No,8,10,2,5,Sí
9,60101,No,2,10,3,3,Sí
17,60101,No,1,10,3,4,Sí
11,60101,No,4,10,7,4,Sí
9,60101,No,2,10,8,4,Sí
7,60101,No,4,10,9,4,Sí
13,60101,No,3,10,3,4,Sí
8,60101,No,2,10,4,4,Sí
11,60106,No,1,10,5,6,Sí
11,60106,No,2,10,4,6,Sí
11,61001,No,2,10,3,5,Sí
7,61001,No,1,10,4,5,Sí
11,61001,No,1,10,3,5,Sí
8,61001,Sí,2,10,4,5,Sí
15,60202,No,1,10,2,6,Sí
12,60202,No,4,10,3,6,Sí
11,60202,No,5,10,3,6,Sí
14,60202,No,4,10,4,6,Sí
13,60202,No,3,10,3,6,Sí
6,60202,No,5,10,5,6,Sí
9,60202,No,7,10,4,6,Sí
6,60202,No,8,10,5,6,Sí
13,60202,No,3,10,6,6,Sí
17,60203,No,2,10,3,6,Sí
9,60203,No,3,10,3,6,Sí
12,60203,No,3,10,4,6,Sí
11,60203,No,1,10,3,6,Sí
13,60203,Sí,2,10,4,6,Sí
10,60204,No,2,10,7,5,Sí
8,60204,No,3,10,8,5,Sí
6,60204,No,3,10,9,5,Sí
10,60204,No,1,10,3,5,Sí
6,60204,No,2,10,4,5,Sí
8,60204,No,2,10,2,5,Sí
11,60201,No,3,10,5,3,Sí
8,60201,Sí,1,10,5,3,Sí
12,60201,Sí,2,10,3,3,Sí
9,60201,Sí,1,10,2,3,Sí
7,60201,Sí,1,10,3,3,Sí
13,60201,No,1,10,3,3,Sí
7,60201,No,1,10,6,3,Sí
9,60201,No,8,10,8,3,Sí
6,60201,No,2,10,2,4,Sí
13,60201,No,2,10,3,4,Sí
8,60201,Sí,1,10,4,6,Sí
9,60201,No,8,10,2,6,Sí
15,60201,Sí,2,10,4,6,Sí
9,60201,No,2,10,5,6,Sí
15,60201,No,4,10,3,6,Sí
17,10402,No,3,4,3,6,Sí
13,10402,No,8,4,4,6,Sí
9,10402,No,2,4,5,6,Sí
17,10402,No,3,4,3,6,Sí
13,10402,No,8,4,4,6,Sí
9,10402,No,8,4,5,6,Sí
6,10402,Sí,8,4,9,6,Sí
7,10402,No,3,4,3,6,Sí
6,10402,No,8,4,6,6,Sí
11,10402,No,8,4,3,6,Sí
12,10402,Sí,2,4,5,6,Sí
15,10402,No,8,4,3,6,Sí
12,10402,Sí,8,4,4,6,Sí
10,10402,No,8,4,5,6,Sí
8,10402,No,8,4,6,6,Sí
6,10402,No,8,4,7,6,Sí
10,10402,Sí,8,4,4,6,Sí
16,10402,Sí,8,4,4,6,Sí
12,10205,No,1,10,6,3,Sí
7,10205,No,2,11,2,3,Sí
6,10205,Sí,2,10,2,3,Sí
16,10205,Sí,4,10,3,4,Sí
8,10205,No,8,10,3,4,Sí
12,10205,No,2,10,3,4,Sí
16,10205,Sí,8,4,5,4,Sí
15,10205,Sí,3,10,3,4,Sí
9,10202,No,2,10,5,5,Sí
12,10201,No,1,10,4,4,Sí
6,10201,No,8,10,5,4,Sí
13,10201,No,1,10,2,4,Sí
10,10201,No,3,10,3,4,Sí
9,10201,No,8,10,5,4,Sí
14,10201,No,1,10,2,4,Sí
16,10201,Sí,7,10,2,4,Sí
10,10201,Sí,5,10,3,4,Sí
8,10201,Sí,6,10,4,4,Sí
6,10201,Sí,5,10,5,4,Sí
13,10201,Sí,2,10,4,4,Sí
11,10201,No,2,4,4,3,Sí
6,10201,No,2,10,5,3,Sí
17,10201,No,3,10,2,3,Sí
12,10201,Sí,2,10,5,3,Sí
10,10201,No,2,10,4,2,Sí
6,10201,No,2,10,3,2,Sí
8,10201,No,2,10,3,2,Sí
9,10201,No,2,10,2,2,Sí
8,10201,Sí,2,10,3,2,Sí
11,10201,No,1,10,2,2,Sí
7,10201,No,8,10,3,2,Sí
6,10201,No,4,10,3,3,Sí
13,10201,No,3,10,3,2,Sí
11,10201,No,3,10,4,2,Sí
8,10201,No,3,10,5,2,Sí
16,10201,Sí,2,10,3,2,Sí
13,10201,Sí,8,10,4,2,Sí
6,10201,Sí,3,10,4,2,Sí
11,10206,Sí,2,10,3,5,Sí
10,10206,Sí,3,10,4,4,Sí
6,10206,Sí,8,10,5,4,Sí
12,10206,No,3,10,3,4,Sí
7,10206,No,3,10,4,4,Sí
12,10206,Sí,2,10,3,4,Sí
8,10206,Sí,5,10,4,4,Sí
11,10206,Sí,4,10,4,4,Sí
11,10206,Sí,8,10,5,4,Sí
9,10704,No,2,10,3,3,Sí
12,10704,Sí,1,10,3,3,Sí
10,10704,Sí,3,10,4,3,Sí
8,10704,Sí,1,10,3,3,Sí
7,10704,No,1,10,3,3,Sí
10,10701,No,2,10,3,2,Sí
6,10701,Sí,2,10,3,2,Sí
8,10701,No,1,10,2,4,Sí
6,10701,No,8,10,2,4,Sí
16,10701,No,1,10,3,4,Sí
10,10701,No,2,10,4,4,Sí
11,10701,No,1,10,3,3,Sí
7,10701,No,3,10,3,4,Sí
6,10701,No,1,10,3,4,Sí
16,10701,No,1,10,3,4,Sí
11,10701,No,1,10,4,4,Sí
7,10701,Sí,1,10,5,4,Sí
17,10701,Sí,2,10,2,4,Sí
6,10701,No,8,10,2,4,Sí
11,10701,No,3,10,5,4,Sí
11,10701,No,8,10,6,4,Sí
7,10701,No,2,10,7,4,Sí
13,10701,No,2,10,3,5,Sí
15,10701,No,4,10,2,5,Sí
15,10701,Sí,1,10,3,5,Sí
11,10701,No,2,10,4,5,Sí
6,10701,Sí,3,10,4,3,Sí
6,10701,No,2,10,2,3,Sí
12,10701,No,1,10,4,3,Sí
10,10701,No,1,10,5,3,Sí
7,10701,No,3,10,6,3,Sí
